"Respondent ID","Survey Year","age","Gender","Race / ethnicity","education","Marital Status","region","employment status","hours_worked","Household Income","Self Rated Health","smoking_status","Physical Activity Days","survey weight","Interview Mode"
10039,2024,54,"Female","-8","Graduate","Never married","South","Employed part time","51","$101,000","Excellent","Never","0","2.26","Web"
10040,2024,20,"","BLACK","Some college","Widowed","Midwest","Employed part time","11","51000","Very good","-9","1","2.53","In person"
10041,2024,62,"Female","Multiracial","Less than HS","-9","west","Not in labor force","7","178000","Fair","Never","5","1.43","Phone"
10042,2024,43,"Female","Black","Graduate","Never married","West","Employed full time","25","175000","Good","Never","5","1.20","Web"
10043,2024,57,"-9","Black","BA","Never married","West","Employed full time","22","101000","Good","Never","4","1.71","Phone"
10044,2024,39,"Male","White","BA","Married","West","Employed full time","48","$ 57,000","excellent","Current","6","0.73","Web"
10045,2024,47,"Male","Black","Graduate","Never married","West","employed full time","2","160000","Excellent","Former","1","0.66","Mail"
10046,2024,62,"Female","Latina/o/x","High school","-9","Mountain West","Employed full time","36","108000","Very good","Never","5","2.25","Phone"
10047,2024,52,"Male","White","Graduate","Married","Midwest","Employed full time","53","Not asked","-9","Never","1","1.52","In person"
10048,2024,49,"Male","Latina/o/x","Graduate","Married","Mountain West","Employed part time","37","$133,000","Good","Never","4","1.79","Web"
10049,2024,70,"Male","Multiracial","BA","Divorced","Midwest","Employed full time","51","123000","Good","Never","4","1.70","Phone"
10050,2024,55,"Female","White","High school","Married","South","Not in labor force","56","177000","Very good","Never","4","0.89","Phone"
10051,2024,23,"Male","Black","Less than HS","Married","South","Employed part time","10","97000","Good","Never","0","0.64","Phone"
10052,2024,37,"Female","White","Some college","Married","Northeast","Retired","28","","Good","current","1","1.59","Phone"
10053,2024,74,"Female","Black","Some college","Never married","South","Not in labor force","N/A","$ 22,000","Very good","Never","eight","2.23","Phone"
10054,2024,82,"Female","white","BA","Married","West","Employed full time","19","20000","Good","Never","-9","2.49","-8"
10055,2024,47,"male","Other","99","Never married","South","Employed part time","36","43000","Fair","Occasional","6","1.80","Web"
10056,2024,62,"male","White","Graduate","Married","Northeast","Employed part time","24","$167,000","Good","Never","-9","2.41","PHONE"
10057,2024,77,"male","White","Graduate","Never married","Midwest","Employed part time","4","Not asked","Very good","Never","eight","1.94","Phone"
10058,2024,34,"Female","White","Some college","Living with partner","South","Employed full time","13","$ 55,000","Fair","Current","1","2.58","Web"
10059,2024,51,"-9","-9","Some college","Married","Mountain West","Student","43","37000","Good","Former","2","0.57","In person"
10060,2024,56,"female","White","High school","Married","South","Retired","53","$105,000","-9","Never","Not asked","1.56","In person"
10061,2024,30,"Female","Asian","-8","Widowed","West","Retired","43","19000","Fair","Never","5","1.81","Web"
10062,2024,68,"Nonbinary","White","99","Never married","-9","Employed full time","36","79000","Fair","Never","0","1.97","-8"
10063,2024,60,"Female","White","BA","Divorced","-9","Employed full time","12","26000","Good","Never","5","2.54","Phone"
10064,2024,51,"Prefer not to answer","Black","High school","Living with partner","Northeast","Retired","54","-8","Good","Never","7","1.65","web"
10065,2024,87,"Female","White","High school","Married","Midwest","-8","31","147000","Very good","Never","3","1.87","Mail"
10066,2024,57,"Male","Black","Some college","Living with partner","South","-9","1","25000","Excellent","Never","5","2.45","Phone"
10067,2024,33,"Female","Native American","Some college","Divorced","South","Student","51","37000","Good","-9","0","1.09","Web"
10068,2024,21,"FEMALE","White","BA","Married","Mountain West","Retired","29","$104,000","Excellent","Current","3","0.57","Phone"
10069,2024,81,"Male","Asian","Graduate","Married","South","Not in labor force","29","163000","Good","Former","-9","2.57","Phone"
10070,2024,36,"Female","Black","BA","Never married","Northeast","Employed part time","-9","101000","Fair","current","1","-9","Phone"
10071,2024,43,"Male","Black","Some college","married","-9","Student","21","178000","Good","Never","3","0.48","Phone"
10072,2024,72,"Female","white","BA","Married","-9","Retired","49","40000","Very good","Never","7","1.71","Web"
10073,2024,49,"Female","White","Less than HS","Married","Northeast","Employed full time","40","123000","Good","Never","4","1.75","Phone"
10074,2024,20,"Male","Black","Less than HS","Divorced","Northeast","Retired","39","149000","Good","","0","0.72","Web"
10075,2024,47,"Nonbinary","Multiracial","-8","Married","West","Not in labor force","28","$ 86,000","Poor","Never","2","0.66","PHONE"
10076,2024,27,"Male","Black","BA","Never married","South","Employed full time","22","120000","Very good","Never","1","2.47","Phone"
10077,2024,86,"Female","Multiracial","Some college","Married","Northeast","Employed full time","21","","excellent","Never","5","0.58","web"
10078,2024,48,"female","Latina/o/x","Less than HS","Never married","Mountain West","Employed full time","51","136000","-9","Former","6","1.95","Phone"
10079,2024,45,"Nonbinary","Latina/o/x","ba","Divorced"," SOUTH ","Student","12","80000","Good","-9","6","0.79","PHONE"
10080,2024,82,"Male","White","Some college","Divorced","South","Employed part time","28","176000","Excellent","Former","1","1,25","Web"
10081,2024,80,"FEMALE","White","Some college","Never married","Northeast","Retired","5","49000","excellent","Never","5","2.70","Mail"
10082,2024,43,"Male","White","Some college","Married","South","Not in labor force","9","109000","Good","Current","Not asked","2.48","In person"
10083,2024,62,"Female","Latina/o/x","High school","Living with partner","Midwest","employed full time","13","38000","Excellent","current","eight","2.35","Phone"
10084,2024,72,"Male","-9","High school","Widowed","Mountain West","Employed full time","-8","171000","Fair","Current","6","2.64","In person"
10085,2024,65,"Female","Latina/o/x","High school","Married","West","Unemployed","47","$152,000","Very good","Current","0","0.37","Phone"
10086,2024,81,"Nonbinary","White","High school","Separated","South","Unemployed","21","47000","DK","Never","4","0.98","PHONE"
10087,2024,73,"FEMALE","Black","Graduate","Living with partner","West","Employed full time","N/A","118000","Good","Never","eight","0.68","web"
10088,2024,29,"MALE","White","High school","Never married","West","Employed full time","16","105000","Very good","current","7","2.13","Phone"
10089,2024,89,"Nonbinary","Latina/o/x","High school","married","Northeast","Employed part time","15","163000","Very good","Never","5","1.49","Mail"
10090,2024,18,"male","White","High school","Separated","Northeast","Employed full time","25","87000","Good","Former","7","1.40","Phone"
10091,2024,75,"Prefer not to answer","Multiracial","Graduate","Never married","West","Not in labor force","18","22000","Very good","Current","1","1.50","Mail"
10092,2024,40,"Female","White","Graduate","Married","-9","Employed part time","37","154000","Excellent","Former","Not asked","1,25","Web"
10093,2024,65,"Male","Latina/o/x","High school","Married","South","Not in labor force","22","52000","Very good","Current","5","1.25","Web"
10094,2024,999,"FEMALE","Black","High school","-9","west","Student","7","73000","Excellent","Occasional","1","1.42","Web"
10095,2024,67,"Nonbinary","White","Some college","Living with partner","Northeast","-8","59","26000","Poor","Current","4","0.67","Web"
10096,2024,39,"Male","-9","High school","Never married","West","Employed part time","25","159000","Good","Never","5","0.64","Web"
10097,2024,89,"Male","Latina/o/x","BA","married","West","-9","6","$100,000","Excellent","Former","6","1.34","Mail"
10098,2024,79,"Male","-8","High school","Never married","South","Employed full time","34","127000","Very good","","2","0.37","Mail"
10099,2024,62,"Male","White","Some college","Never married","West","Retired","6","84000","Good","Former","0","0.61","Phone"
10100,2024,32,"MALE","White","Less than HS","Divorced","West","Employed part time","19","67000","Fair","Former","3","2.27","Phone"
10101,2024,20,"Female","White","Some college","Never married","Northeast","Employed part time","38","167000","Very good","Never","-9","2.54","Web"
10102,2024,50,"Male","White","High school","Never married","West","Employed full time","3","169000","Very good","Never","Not asked","1.72","Mail"
10103,2024,29,"Male","Multiracial","High school","Married"," SOUTH ","Retired","26","-8","Very good","Never","4","1.96","Web"
10104,2024,78,"female","white","Some college","Never married","West","Employed full time","52","109000","Poor","Occasional","0","1.27","Phone"
10105,2024,72,"male","White","Some college","Divorced","South","Student","-8","-8","Poor","Never","0","0.86","Phone"
10106,2024,80,"Male","Multiracial","Some college","married","South","Employed full time","32","-8","Excellent","current","4","1.99","Phone"
10107,2024,47,"Male","White","GRADUATE","Married","Midwest","Employed part time","52","$114,000","Fair","Former","-9","1.13","PHONE"
10108,2024,50,"Male","White","High school","Married","West","employed full time","44","Not asked","Very good","Current","7","0.93","Phone"
10109,2024,41,"-9","Asian","Some college","Married","West","Student","12","87000","Good","Former","6","0.91","Mail"
10110,2024,77,"female","Latina/o/x","High school","Never married","Mountain West","Employed full time","13","114000","Good","Never","2","1.72","Web"
10111,2024,22,"Female","White","Less than HS","Widowed","West","Employed part time","52","-8","Very good","Never","-9","1.60","web"
10112,2024,-9,"female","white","BA","Separated","West","Employed full time","5","148000","Excellent","Never","eight","0.79","Phone"
10113,2024,47,"MALE","White","-8","Never married","Midwest","Employed full time","15","64000","DK","Never","0","1.12","Web"
10114,2024,59,"Male","White","High school","Married","West","Student","27","77000","Good","Current","6","0.95","Web"
10115,2024,48,"Male","Native American","Some college","Widowed","Northeast","Employed full time","4","33000","Excellent","Current","1","2.27","Mail"
10116,2024,88,"Male","Latina/o/x","High school","Widowed","Northeast","Employed full time","22","56000","Very good","Never","5","1.01","Mail"
10117,2024,45,"Male","white","-8","Married","West","Unemployed","54","173000","Excellent","Never","1","1.24","In person"
10118,2024,86,"Female","Asian","BA","Widowed","Midwest","Retired","4","179000","Very good","-9","7","0.49","PHONE"
10119,2024,28,"Female","White","Some college","Widowed","Northeast","Unemployed","12","18000","Excellent","Never","3","1.17","In person"
10120,2024,40,"female","White","BA","Separated","Northeast","Employed part time","37","81000","Good","Current","4","0.63","web"
10121,2024,43,"male","White","High school","Living with partner","South","Student","42","44000","Good","Current","6","0.62","In person"
10122,2024,77,"FEMALE","White","BA","Living with partner","West","-9","23","68000","Good","Never","0","1.04","Phone"
10123,2024,77,"FEMALE","White","ba","","South","Employed full time","N/A","144000","Poor","Never","3","1.00","Web"
10124,2024,83,"Male","","BA","Married"," SOUTH ","Employed full time","8","80000","Very good","Current","Not asked","-9","Web"
10125,2024,77,"FEMALE","Latina/o/x","Some college","Never married","Mountain West","Employed full time","59","999999","Good","Never","7","2.10","Phone"
10126,2024,35,"male","Asian","GRADUATE","Married","Northeast","Employed full time","60","999999","excellent","Never","2","1.25","Web"
10127,2024,71,"Female","Asian","High school","Living with partner"," SOUTH ","Employed part time","47","124000","Very good","Never","4","0.67","web"
10128,2024,-9,"Female","Latina/o/x","Some college","Living with partner","-9","Employed full time","40","159000","Excellent","Never","6","1.51","In person"
10129,2024,40,"female","White","Some college","Never married","-9","Employed full time","21","123000","Very good","Former","Not asked","2.05","Web"
10130,2024,69,"Female","-8","BA","Married","Mountain West","Unemployed","21","117000","Excellent","Never","5","1,25","Phone"
10131,2024,64,"Female","White","Graduate","Never married","west","Employed full time","41","99000","Excellent","-9","3","1.43","web"
10132,2024,35,"Male","White","High school","Divorced","Northeast","Employed full time","8","46000","DK","Occasional","4","2.25","Phone"
10133,2024,18,"Male","Black","BA","Never married","Northeast","Retired","39","$ 80,000","Excellent","Former","-9","1,25","In person"
10134,2024,-9,"female","Latina/o/x","Some college","-9","West","Retired","10","Not asked","Good","Current","-9","1.34","In person"
10135,2024,68,"female","White","High school","Married","Northeast","Retired","53","$110,000","Very good","Occasional","1","2.18","In person"
10136,2024,28,"Male","-9","High school","Married","Midwest","Employed full time","forty","87000","Excellent","Never","1","1.60","Web"
10137,2024,74,"Female","Asian","BA","Living with partner","Northeast","Employed full time","39","183000","Very good","Current","3","1.65","In person"
10138,2024,30,"Male","Asian","-8","Never married","West","Employed part time","17","117000","Good","Former","eight","0.41","In person"
10139,2024,23,"Female","White","Less than HS","Married","West","Employed full time","56","$ 45,000","Very good","Former","3","2.68","-8"
10140,2024,71,"Female","Latina/o/x","High school","Living with partner","West","Employed full time","31","168000","Excellent","Former","1","2.20","Phone"
10141,2024,80,"Male","Asian","ba","-9","South","Employed part time","24","21000","Good","Former","-9","0.55","Phone"
10142,2024,60,"Male","Black","Some college","-9","South","employed full time","3","59000","Good","Current","-9","0.46","Web"
10143,2024,31,"Male","white","High school","Married","West","Unemployed","40","124000","Good","Former","0","1.78","Web"
10144,2024,87,"-9","Latina/o/x","High school","Living with partner","Midwest","employed full time","26","102000","Very good","Never","eight","0.42","Web"
10145,2024,37,"Prefer not to answer","white","High school","Living with partner","West","Retired","54","111000","Very good","Current","7","1.33","Phone"
10146,2024,72,"Male","White","99","Divorced","west","Student","55","$141,000","Very good","Never","eight","1.29","Web"
10147,2024,34,"Female","-9","High school","Living with partner","West","Employed full time","60","143000","Very good","Never","3","1.41","Phone"
10148,2024,60,"Male","BLACK","High school","Married","-9","Not in labor force","2","$ 46,000","Good","Never","Not asked","1.87","Phone"
10149,2024,80,"female","Latina/o/x","GRADUATE","Married","West","Employed full time","49","156000","Very good","Current","5","1.36","Web"
10150,2024,45,"Male","Latina/o/x","High school","Living with partner"," SOUTH ","-9","54","20000","Very good","Current","4","0.95","web"
10151,2024,69,"female","White","Less than HS","Never married","Northeast","Employed part time","forty","Not asked","Very good","Never","2","1.01","Phone"
10152,2024,59,"Male","Black","BA","Never married","South","employed full time","45","$149,000","Fair","Former","1","1.70","Web"
10153,2024,18,"Nonbinary","White","Some college","Married","Midwest","Retired","32","$156,000","Good","Former","4","2.33","Web"
10154,2024,45,"Female","White","BA","Married","Midwest","Employed full time","33","98000","Excellent","Never","eight","1.00","In person"
10155,2024,73,"Female","Latina/o/x","High school","Separated","Northeast","Employed full time","50","57000","Excellent","current","6","0.41","Phone"
10156,2024,70,"male","white","Some college","Divorced","Midwest","Retired","21","115000","Good","Never","eight","1.97","web"
10157,2024,52,"Female","Latina/o/x","BA","Married","West","Employed part time","N/A","160000","Good","Never","6","1.82","Mail"
10158,2024,46,"Male","White","Graduate","Never married","-9","Employed full time","34","88000","Very good","Former","5","0.83","web"
10159,2024,23,"Male","White","BA","Married","Midwest","Retired","40","$ 89,000","Poor","Former","eight","2.28","Web"
10160,2024,79,"FEMALE","Latina/o/x","Some college","Married","Northeast","employed full time","43","70000","Excellent","Never","3","0.74","Mail"
10161,2024,41,"Female","Native American","High school","Separated","Northeast","Employed part time","26","Not asked","-9","Never","3","1,25","Web"
10162,2024,64,"Male","White","Some college","Never married","West","Student","-9","27000","Excellent","Former","0","0.55","Mail"
10163,2024,78,"MALE","Latina/o/x","Some college","Never married","Midwest","Unemployed","31","97000","Very good","Occasional","5","1.00","Web"
10164,2024,84,"Nonbinary","Latina/o/x","Some college","Widowed","West","Student","12","$129,000","Excellent","Current","0","1.41","Phone"
10165,2024,79,"Female","Latina/o/x","BA","married","South","Employed part time","29","999999","Good","Current","Not asked","1.10","In person"
10166,2024,46,"Nonbinary","White","BA","-9","Northeast","Employed full time","34","70000","Excellent","Never","Not asked","1.29","Web"
10167,2024,69,"Nonbinary","Latina/o/x","BA","Married","Midwest","Employed full time","54","$129,000","-9","Current","eight","1,25","Web"
10168,2024,74,"female","Latina/o/x","Less than HS","Never married","Northeast","Employed part time","23","141000","Excellent","Never","1","0.37","Mail"
10169,2024,64,"-9","white","Some college","Married","Mountain West","Retired","58","$144,000","Excellent","Never","Not asked","2.24","PHONE"
10170,2024,71,"Female","Multiracial","Some college","Married","Midwest","employed full time","34","108000","Good","Never","eight","2.25","In person"
10171,2024,23,"Female","Black","BA","Separated","west","Student","11","126000","Very good","Former","2","2.67","Phone"
10172,2024,65,"Prefer not to answer","White","BA","Married","West","Student","13","92000","Excellent","Never","3","1.61","Phone"
10173,2024,27,"Male","White","Some college","Never married","West","employed full time","44","67000","Fair","Never","7","0.91","Mail"
10174,2024,52,"male","Asian","Some college","Divorced","Mountain West","Employed full time","23","-8","Good","Never","7","1.06","In person"
10175,2024,80,"Prefer not to answer","White","High school","Married","South","Employed full time","36","$138,000","Very good","Occasional","3","0.98","web"
10176,2024,83,"Nonbinary","Latina/o/x","Less than HS","Married","West","Employed full time","36","170000","Very good","Former","eight","2.05","In person"
10177,2024,25,"Male","Latina/o/x","Less than HS","Never married","Midwest","-8","42","Not asked","Excellent","Never","Not asked","1.46","Phone"
10178,2024,28,"Female","Latina/o/x","99","Married","Midwest","Employed full time","27","77000","excellent","Never","eight","2.40","In person"
10179,2024,71,"","White","High school","Divorced","South","Employed full time","54","19000","Very good","Former","3","0.83","Mail"
10180,2024,82,"Male","Latina/o/x","BA","Married","West","Employed full time","36","125000","Excellent","Former","7","","Mail"
10181,2024,47,"Male","White","Graduate","Married","West","Employed full time","52","22000","Very good","Never","Not asked","1.87","Phone"
10182,2024,80,"Male","white","High school","Married","West","Retired","45","49000","Very good","-9","eight","2.01","Web"
10183,2024,67,"FEMALE","White","Graduate","Divorced","South","Employed full time","20","172000","Good","Former","Not asked","2.33","Mail"
10184,2024,76,"Female","White","High school","-9","Midwest","-8","28","160000","Very good","Former","7","1.61","Mail"
10185,2024,65,"female","White","Less than HS","Never married","Northeast","employed full time","45","173000","-9","Never","eight","1.15","Phone"
10186,2024,87,"Nonbinary","Latina/o/x","Some college","Separated","Midwest","Employed full time","18","163000","Excellent","Never","6","1.50","Phone"
10187,2024,32,"MALE","Latina/o/x","-8","Married","South","Employed part time","47","124000","-9","Never","6","1.33","Phone"
10188,2024,74,"Male","Asian","Some college","Never married","Northeast","Retired","28","$135,000","Very good","Former","2","2.71","Web"
10189,2024,38,"Male","-9","99","","West","Employed full time","N/A","$ 35,000","Good","Occasional","5","2.09","Web"
10190,2024,70,"female","White","Graduate","Divorced","west","-9","58","$157,000","Good","Current","3","1.46","Web"
10191,2024,62,"Female","Latina/o/x","High school","Widowed","South","employed full time","5","999999","Excellent","Never","1","1.82","Web"
10192,2024,38,"Female","white","BA","Divorced","South","employed full time","0","117000","Very good","Never","7","1.97","Web"
10193,2024,79,"female","Latina/o/x","BA","Married","Midwest","Retired","29","149000","Good","Former","4","1.97","PHONE"
10194,2024,36,"-9","Native American","Some college","Living with partner","Northeast","Employed full time","55","120000","Fair","Current","5","2.44","Web"
10195,2024,40,"female","White","BA","Never married","Northeast","Retired","36","999999","Very good","Former","-9","1,25","Web"
10196,2024,89,"MALE","Asian","Some college","Married","west","Employed part time","54","45000","Good","Current","3","2.59","Phone"
10197,2024,19,"Nonbinary","Latina/o/x","Some college","Separated","Midwest","Unemployed","48","166000","Good","Never","0","1.49","In person"
10198,2024,45,"male","Latina/o/x","Some college","-9","Mountain West","Retired","7","167000","Excellent","Never","1","0.89","Mail"
10199,2024,72,"Male","Native American","ba","Never married","South","-8","59","139000","Excellent","current","2","0.82","In person"
10200,2024,-9,"Female","Black","Some college","Separated","Midwest","Employed full time","28","118000","Very good","Current","6","1.25","Phone"
10201,2024,86,"Male","White","BA","Living with partner","South","Not in labor force","50","59000","Good","Never","-9","2.44","Web"
10202,2024,82,"male","Black","Some college","Married","Midwest","Retired","8","169000","Very good","Never","eight","2.74","In person"
10203,2024,28,"Male","White","BA","Married","West","-9","22","$ 54,000","Good","Former","5","0.37","In person"
10204,2024,88,"Male","white","99","Separated","West","Retired","forty","68000","Poor","Never","5","1.55","web"
10205,2024,52,"Female","Black","Less than HS","Divorced","Midwest","Retired","17","114000","Good","Never","-9","0.47","Phone"
10206,2024,27,"female","white","Graduate","Married","West","Employed full time","50","81000","Very good","Never","3","1.34","Web"
10207,2024,53,"female","-9","High school","Married","West","Not in labor force","14","58000","Poor","-9","6","1.88","Phone"
10208,2024,33,"female","Asian","High school","Never married","west","Employed full time","43","$ 93,000","excellent","Former","7","1.12","Phone"
10209,2024,30,"Male","Asian","Graduate","Never married","South","Employed full time","43","140000","Very good","Former","1","1.90","Web"
10210,2024,69,"female","White","Graduate","Never married","West","employed full time","30","165000","Good","Never","5","1.08","In person"
10211,2024,61,"female","White","GRADUATE","Married","Northeast","Not in labor force","49","123000","Very good","Never","3","1.06","web"
10212,2024,71,"Nonbinary","White","High school","Married","West","Student","45","170000","Fair","Never","6","1.79","Mail"
10213,2024,50,"MALE","White","BA","Living with partner","West","Not in labor force","47","$ 48,000","Excellent","Never","6","1.48","-8"
10214,2024,39,"Male","Latina/o/x","High school","Married","Midwest","Employed full time","10","177000","Good","Former","eight","2.20","Web"
10215,2024,23,"Male","White","Graduate","Divorced","South","-9","51","115000","Good","Never","-9","1.43","In person"
10216,2024,63,"Male","White","BA","Living with partner"," SOUTH ","Employed full time","52","Not asked","Very good","Former","-9","2.06","web"
10217,2024,28,"male","White","Less than HS","married","Mountain West","Employed full time","10","34000","Good","Former","1","0.76","-8"
10218,2024,27,"Male","Native American","Less than HS","Living with partner","Midwest","Student","-8","131000","Very good","Current","7","0.45","Web"
10219,2024,33,"Nonbinary","Multiracial","Graduate","Never married","west","Student","60","118000","Good","Never","1","1.54","-8"
10220,2024,73,"female","Latina/o/x","Some college","Married","Midwest","Employed full time","28","$ 63,000","Excellent","Never","eight","0.43","In person"
10221,2024,53,"Male","Latina/o/x","Less than HS","Never married","West","Employed full time","18","182000","Excellent","Former","3","0.81","In person"
10222,2024,86,"female","White","High school","-9","South","Employed full time","25","54000","Good","Never","Not asked","1.61","Phone"
10223,2024,59,"Male","Black","Some college","Married","Mountain West","Unemployed","47","28000","Very good","Never","0","0.93","Web"
10224,2024,47,"Nonbinary","Black","High school","Separated","West","Not in labor force","N/A","93000","Good","Current","6","0.45","Phone"
10225,2024,37,"Female","Asian","GRADUATE","Living with partner","West","Employed full time","8","$ 53,000","Very good","Current","2","2.20","web"
10226,2024,49,"female","white","Some college","-9","Northeast","Unemployed","32","$133,000","Good","Current","5","2.68","Phone"
10227,2024,999,"Male","White","Less than HS","married","Mountain West","-8","37","$139,000","Fair","Never","5","0.83","Web"
10228,2024,38,"Male","White","Some college","Never married","Northeast","Employed part time","25","128000","Good","Never","7","0.36","Phone"
10229,2024,61,"male","White","Some college","Living with partner","Midwest","Retired","36","31000","Very good","Never","1","2.43","Web"
10230,2024,69,"male","Black","High school","Living with partner","South","Unemployed","52","164000","Very good","Former","eight","2.50","In person"
10231,2024,39,"Male","White","Graduate","Married","Northeast","Employed full time","50","98000","Very good","Never","eight","1.75","Web"
10232,2024,85,"Female","White","Some college","Married","Midwest","Unemployed","51","20000","Good","Never","eight","0.81","Web"
10233,2024,26,"Female","Latina/o/x","Graduate","Married","Mountain West","Employed full time","49","111000","Fair","current","1","1.51","Web"
10234,2024,76,"-9","White","BA","married","-9","Employed full time","-9","61000","Fair","Never","5","0.75","Web"
10235,2024,45,"MALE","Latina/o/x","Less than HS","Never married","Northeast","Student","45","Not asked","Good","Never","3","2.43","In person"
10236,2024,89,"FEMALE","Asian","BA","Never married","Midwest","Employed part time","50","173000","Very good","Former","Not asked","0.42","web"
10237,2024,78,"Nonbinary","Latina/o/x","Some college","","West","Retired","14","$ 56,000","Good","Never","Not asked","2.16","Phone"
10238,2024,79,"Female","White","BA","Married","West","Employed full time","54","98000","Excellent","Former","0","1.92","Mail"
10239,2024,87,"Female","Native American","High school","Living with partner"," SOUTH ","Retired","54","117000","Fair","Never","5","1.09","Web"
10240,2024,31,"female","-8","Some college","Married","Midwest","Employed full time","60","144000","Good","Former","3","1.96","-8"
